nameOrig,last_step,Frequency,MonetarySum,MonetaryAvg,Recency,R_Score,F_Score,M_Score,RFM_Total,Segment,isFraud_Actual,Anomaly_Score,Is_Anomaly
C343361002,396,5,1490749.1153633387,298149.82307266776,410,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C668834816,451,5,1489312.3446977513,297862.4689395503,355,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2025378702,227,5,1484497.3810631162,296899.47621262324,579,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1163159052,466,4,1481218.130503798,370304.5326259495,340,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1961165655,228,5,1469448.268075854,293889.6536151708,578,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C981705872,331,5,1466616.9421932565,293323.3884386513,475,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1820207154,452,5,1461659.3902711598,292331.878054232,354,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C562225704,493,5,1461116.9862694119,292223.3972538824,313,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C208508333,105,1,1457085.28,1457085.28,701,1,3,4,8,Potential (잠재 고객),1.0,1,정상 패턴
C170822256,257,5,1454081.5346458487,290816.30692916975,549,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C737593291,347,5,1444464.182449904,288892.8364899808,459,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C885751894,755,5,1443964.2144048123,288792.8428809625,51,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2099155812,494,5,1441590.1898888026,288318.03797776054,312,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1954183614,443,4,1440974.6727222349,360243.6681805587,363,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1870660704,644,3,1440098.7082391426,480032.90274638083,162,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C405017059,279,5,1437176.7422412967,287435.34844825935,527,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1296278275,786,5,1436190.4442985584,287238.08885971166,20,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C167872666,302,5,1433374.788998704,286674.9577997408,504,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1457696764,251,5,1431929.4038374377,286385.8807674876,555,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C750884671,427,5,1431723.1614574161,286344.6322914832,379,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1783607694,258,5,1431307.774633233,286261.5549266466,548,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1007397961,468,4,1430508.5565383637,357627.1391345909,338,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C989671438,330,5,1426997.489407658,285399.4978815316,476,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1844563268,236,5,1422176.0090403059,284435.20180806116,570,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1702199837,441,5,1414531.313538411,282906.2627076822,365,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C730549921,112,3,1413205.2888379572,471068.4296126524,694,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1587549322,494,5,1410037.019183979,282007.40383679577,312,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1862870309,379,5,1407676.4369281235,281535.2873856247,427,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1843624663,759,4,1405511.4929581985,351377.87323954963,47,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1127323012,661,4,1403583.6957984504,350895.9239496126,145,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C851172808,362,1,1397689.48,1397689.48,444,4,4,4,12,Champions (핵심 VIP),1.0,1,정상 패턴
C1272553785,479,4,1397255.7106546713,349313.9276636678,327,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1516434314,252,5,1394950.279484368,278990.0558968736,554,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C649373646,637,4,1394437.7756122465,348609.4439030616,169,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C993445479,273,5,1392568.2812297698,278513.656245954,533,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C922026810,451,5,1392471.3099356405,278494.2619871281,355,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1855947267,538,1,1392337.38,1392337.38,268,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1721493636,373,5,1387218.1848311324,277443.6369662265,433,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1976420020,323,5,1386652.5201294443,277330.50402588886,483,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C370258998,281,5,1377301.1507410395,275460.2301482079,525,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C910883624,306,5,1374687.0750007096,274937.41500014195,500,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1804484870,404,5,1372731.160718143,274546.2321436286,402,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1496496455,307,5,1371868.443507171,274373.6887014342,499,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1599396506,373,5,1371296.2664139743,274259.25328279485,433,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1108267851,445,4,1370110.1366123958,342527.53415309894,361,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C414742817,428,5,1362153.622065332,272430.7244130664,378,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1855508938,251,5,1361882.2768322441,272376.45536644885,555,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1902042665,594,3,1357777.857660478,452592.6192201593,212,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C431126270,490,5,1354970.0764802778,270994.0152960556,316,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C129715126,393,5,1354952.9762880742,270990.59525761486,413,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C958631855,282,5,1352555.8326032043,270511.16652064084,524,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C35976333,643,5,1352027.161179903,270405.4322359806,163,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C228305588,497,5,1350236.5455636536,270047.3091127307,309,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1117114274,451,5,1342604.4840637478,268520.89681274956,355,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C547328593,498,5,1342456.235452012,268491.2470904024,308,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1405319637,441,4,1339266.6453207955,334816.66133019887,365,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C921870353,451,5,1337262.6116751414,267452.5223350283,355,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C315283970,310,1,1334919.42,1334919.42,496,3,3,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1791038951,229,5,1332146.335686242,266429.2671372484,577,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1524679052,474,5,1330174.0014568984,266034.8002913797,332,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2076172480,492,5,1326180.2901331005,265236.05802662007,314,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C516848624,236,5,1325225.1818977273,265045.03637954546,570,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1694186477,330,5,1324665.3417051856,264933.06834103714,476,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C674838713,496,5,1319481.3913135584,263896.2782627117,310,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C632214862,378,5,1314261.9691138496,262852.3938227699,428,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C333921949,615,3,1307215.294523085,435738.431507695,191,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1285956519,472,4,1305456.2303149009,326364.0575787252,334,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C753818759,298,5,1305055.6960155827,261011.13920311653,508,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1801044877,466,4,1304461.56810764,326115.39202691,340,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1438997900,661,5,1301323.4331258596,260264.68662517192,145,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C737066153,325,5,1297513.8574212256,259502.77148424514,481,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1193506185,449,5,1296947.7594229777,259389.55188459554,357,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C557317730,473,5,1295895.9335910154,259179.18671820307,333,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C9307363,403,5,1294399.524521996,258879.9049043992,403,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1133693805,351,5,1292048.2564774738,258409.65129549475,455,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C235649723,619,1,1289142.33,1289142.33,187,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C600610184,282,5,1288899.6216905436,257779.9243381087,524,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1256693179,255,5,1288038.6132103023,257607.72264206046,551,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C883610499,473,5,1285467.4454852804,257093.48909705607,333,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C275618824,447,5,1284254.9578807082,256850.99157614162,359,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1282887419,448,5,1281868.1583618221,256373.63167236443,358,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C390131263,419,5,1278984.2738979077,255796.85477958154,387,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2066604375,321,5,1274912.7288710338,254982.54577420675,485,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1085141861,232,5,1272591.564550997,254518.3129101994,574,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C946036895,310,5,1271239.2905682146,254247.85811364293,496,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C978347123,227,5,1270970.0542927259,254194.01085854517,579,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1716712895,260,5,1267557.1171086566,253511.4234217313,546,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1956005494,399,5,1266571.067748747,253314.2135497494,407,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1677160132,331,5,1262820.2312117706,252564.04624235412,475,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C675329792,469,4,1254547.8223897445,313636.9555974361,337,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C257449243,475,4,1250308.6351066863,312577.15877667157,331,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1876821523,402,5,1248658.2356475736,249731.64712951472,404,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1183064491,498,5,1243851.5067297753,248770.30134595506,308,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2063492426,230,5,1239404.4855036864,247880.89710073726,576,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2074796244,277,5,1238176.5280440731,247635.30560881464,529,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1849229498,260,5,1237152.7724217554,247430.55448435107,546,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2136238029,721,5,1236131.1492912502,247226.22985825004,85,4,4,4,12,Champions (핵심 VIP),1.0,-1,이상 거래 의심
C1441855534,380,5,1234003.038414708,246800.60768294163,426,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1739299388,323,5,1230769.7232534874,246153.94465069746,483,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2047857660,404,5,1229465.2377639678,245893.04755279358,402,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2072616224,763,3,1228361.4013643765,409453.80045479216,43,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C970214665,490,5,1226347.9707176285,245269.5941435257,316,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C110806775,256,5,1223031.9395223444,244606.38790446887,550,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C397395277,805,5,1222379.5520574918,244475.91041149836,1,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C459673174,465,5,1219381.203493924,243876.24069878482,341,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C999898340,228,5,1219145.3479308877,243829.06958617753,578,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1678564203,545,5,1218695.1550263537,243739.03100527072,261,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1283864169,598,3,1214913.6203818303,404971.2067939434,208,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C355064646,476,4,1208903.0511301816,302225.7627825454,330,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C484755474,347,5,1207914.4029452188,241582.88058904378,459,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1456083050,325,5,1204830.9511659546,240966.19023319092,481,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1347002267,309,5,1199589.6508641273,239917.93017282546,497,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1314470614,303,5,1197848.5994069595,239569.7198813919,503,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C795840393,250,5,1196740.7200105628,239348.14400211256,556,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1412440427,399,5,1193685.4615017287,238737.09230034574,407,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C971955333,402,5,1190961.134746819,238192.2269493638,404,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C368129367,327,5,1190868.8456660567,238173.76913321135,479,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1523223123,476,5,1190041.666264215,238008.333252843,330,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C382262913,469,5,1189182.56543025,237836.51308605,337,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C595486514,347,5,1189124.6222406127,237824.92444812256,459,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C267654524,304,5,1184741.5641101382,236948.31282202766,502,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C684914427,659,4,1184492.1877885663,296123.0469471416,147,4,4,4,12,Champions (핵심 VIP),1.0,-1,이상 거래 의심
C2071202923,443,5,1182646.7724582301,236529.35449164602,363,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2042302027,616,5,1180001.9221785031,236000.38443570063,190,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1634714164,310,5,1179876.867350488,235975.3734700976,496,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1834994875,588,3,1179348.845638841,393116.28187961364,218,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2097895419,473,4,1170636.861221971,292659.21530549275,333,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2012434199,322,5,1166149.3873595174,233229.87747190348,484,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1371829869,683,5,1163962.974207877,232792.5948415754,123,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1343512639,370,5,1162052.456751036,232410.4913502072,436,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1724151856,133,1,1159010.44,1159010.44,673,1,2,4,7,Potential (잠재 고객),1.0,1,정상 패턴
C975330636,331,5,1150080.9093166396,230016.18186332792,475,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1548129590,420,5,1147274.8088246682,229454.96176493363,386,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1235809876,328,5,1146298.7321263044,229259.74642526088,478,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1772112802,475,4,1144563.948199593,286140.98704989825,331,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1673567908,258,5,1142218.266408329,228443.6532816658,548,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1239977402,362,1,1139165.57,1139165.57,444,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C787303022,471,4,1138919.8263511185,284729.9565877796,335,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C687953452,327,5,1136329.6680888077,227265.93361776153,479,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C86864525,257,5,1135873.8373790903,227174.76747581805,549,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1956421338,283,5,1132429.369268745,226485.87385374898,523,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1221078590,377,5,1131188.7829181668,226237.75658363337,429,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C978686254,330,5,1125800.8076827591,225160.16153655184,476,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C72950286,452,5,1124007.9748476348,224801.59496952695,354,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1118307708,466,5,1121474.8902987645,224294.9780597529,340,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C677045987,257,5,1120801.8115986197,224160.36231972394,549,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1030567534,401,5,1120703.566965307,224140.71339306142,405,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C560301121,499,5,1120520.6370780675,224104.1274156135,307,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2074212149,327,5,1120180.08172633,224036.01634526602,479,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1581300805,500,5,1119616.2785224759,223923.25570449518,306,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C724528703,471,5,1112402.6889696787,222480.53779393574,335,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C666534515,451,5,1111917.4769537146,222383.49539074293,355,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1134480804,402,5,1111040.4855436655,222208.09710873308,404,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1593450320,445,5,1109349.5100487433,221869.90200974868,361,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C419279890,474,5,1108466.560580451,221693.3121160902,332,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1522847392,442,5,1107566.481433311,221513.2962866622,364,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C679884184,613,5,1106175.836034624,221235.1672069248,193,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C464814930,709,3,1100263.9262159218,366754.64207197394,97,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1462557807,684,4,1100123.5664764892,275030.8916191223,122,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1711345617,466,4,1099374.1632990176,274843.5408247544,340,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C641833700,471,4,1099359.9093577266,274839.97733943164,335,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1498916253,226,5,1098739.5987541245,219747.9197508249,580,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C278332676,476,5,1096314.1058109314,219262.82116218627,330,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C638101005,494,5,1094437.0626606634,218887.41253213267,312,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C449827443,260,5,1090216.6101056342,218043.32202112683,546,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2115791334,443,5,1089438.5893167371,217887.71786334744,363,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C123528129,231,5,1085086.8394151344,217017.3678830269,575,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1515227045,390,1,1084144.37,1084144.37,416,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1809166801,452,5,1084060.5792854098,216812.11585708195,354,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C476353057,612,4,1082743.64994369,270685.9124859225,194,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C526265092,268,1,1070857.97,1070857.97,538,3,4,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C133176430,489,5,1070426.435033607,214085.28700672142,317,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1407852344,547,5,1062476.0492023458,212495.20984046915,259,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C565946594,500,5,1057491.820192683,211498.36403853662,306,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C184942881,454,5,1052488.8922787157,210497.77845574316,352,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C660874592,470,5,1049976.5497550466,209995.30995100932,336,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C7301221,704,3,1049584.442677939,349861.48089264636,102,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1078390013,227,5,1042604.4582029225,208520.8916405845,579,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2111255614,667,5,1041554.0625007839,208310.81250015678,139,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1557854024,469,5,1040406.2313965444,208081.24627930886,337,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1000174363,402,5,1039140.903689666,207828.1807379332,404,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C195593804,423,5,1038018.0009182286,207603.60018364573,383,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1072363771,500,5,1030928.7211072257,206185.74422144514,306,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1060613319,281,1,1030417.74,1030417.74,525,3,1,4,8,Potential (잠재 고객),1.0,1,정상 패턴
C834412321,427,5,1013699.2721838726,202739.85443677453,379,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C796257430,518,5,1008204.4686701061,201640.89373402123,288,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C42306175,442,5,1004695.2621741856,200939.05243483713,364,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1042263481,476,5,1003781.5752357907,200756.31504715813,330,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C433588108,206,1,998110.47,998110.47,600,2,3,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C1414793795,503,1,993088.06,993088.06,303,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1470095746,474,5,984677.2524824692,196935.45049649384,332,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1850528331,422,5,983376.241509793,196675.2483019586,384,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1978114239,427,5,976154.5294312441,195230.90588624883,379,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1820828754,449,5,975954.3768690706,195190.8753738141,357,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C882049398,495,5,967934.9928454196,193586.99856908392,311,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C186550452,336,1,964388.1,964388.1,470,3,3,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C596500280,489,5,953199.9106747358,190639.98213494715,317,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C713752804,594,4,950055.8902872686,237513.97257181714,212,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1351886032,642,5,948621.8281919826,189724.36563839653,164,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1770063188,471,5,944562.5317532412,188912.50635064824,335,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C703382015,426,5,942130.2574021003,188426.05148042005,380,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C511758515,472,5,940661.8000317566,188132.36000635131,334,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1301669661,450,5,932492.808463455,186498.561692691,356,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1055707930,345,1,927729.13,927729.13,461,3,1,4,8,Potential (잠재 고객),1.0,1,정상 패턴
C384617453,443,5,919291.1293978485,183858.2258795697,363,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C923337428,664,4,915728.8359291763,228932.20898229408,142,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C995924343,450,5,905670.4181163351,181134.083623267,356,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C344093426,594,4,900114.7716711679,225028.69291779198,212,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C556503746,428,5,897312.5034169798,179462.50068339595,378,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1140450589,715,5,896642.3722329055,179328.4744465811,91,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C366275808,475,5,896588.5051264745,179317.7010252949,331,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C771832534,444,5,892345.089992819,178469.0179985638,362,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C203112109,629,1,892213.56,892213.56,177,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1642708889,447,5,891878.5547161661,178375.71094323322,359,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1131788370,492,5,891718.519761449,178343.7039522898,314,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1928824481,496,5,886948.5034659677,177389.70069319353,310,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C889100435,666,4,884021.9015091615,221005.47537729036,140,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C97407183,464,1,880975.83,880975.83,342,4,4,4,12,Champions (핵심 VIP),1.0,1,정상 패턴
C1657054840,493,5,868498.4438844441,173699.68877688883,313,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
